record,uuid,date,markers,status,quarter,QCountry,QDomestic,QGDPR,QState,QBorn,QRegion,QAge,AgeR,QGeneration,Q100r1,Q100r2,Q100r3,Q100r4,Q100r5,Q100r6,Q100r7,Q100r8,Q100r9,Q100r10,Q110r1,Q110r2,Q110r3,Q110r4,Q110r5,Q110r6,Q110r997,Q110r998,Q110r999,Q120,Q130,Q140,Q201r1,Q201r2,Q201r3,Q201r4,Q201r5,Q201r6,Q201r7,Q201r8,Q201r9,Q201r10,Q201r11,Q201r12,Q201r13,Q201r14,Q201r15,Q201r16,Q202r1,Q202r2,Q202r3,Q202r4,Q202r5,Q202r6,Q202r7,Q202r8,Q203r1,Q203r2,Q203r3,Q203r4,Q203r5,Q203r6,Q203r7,Q203r8,Q203r9,Q203r10,Q203r11,Q203r12,Q203r13,Q203r14,Q203r15,Q203r16,Q204r1,Q204r2,Q204r3,Q204r4,Q204r5,Q204r6,Q204r7,Q204r8,Q204r9,Q204r10,QJob,QJobr97oe,QIndustry,QIndustryr97oe,QRevenue,QEmployees,Exit,vlist,qtime,vos,vosr15oe,vbrowser,vbrowserr15oe,vmobiledevice,vmobileos,start_date,vdropout,ipAddress,source,decLang,list,userAgent,fp_etag,fp_html5,fp_flash,fp_browser,dcua,url,session,sesskey,identifier,speeder,qtime_min,filter_$,SL,Q100_SD,Q201_SD,SL_Count,gibberish_Exit,gibberish_count,strikes,Total,QIndustryBanner
268,umf9tdqhxhhaurt4,3/18/21 10:46,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,43,1966,3,55,5,4,10,8,8,8,5,7,5,7,9,10,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,1,3,3,3,3,3,3,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31, ,4, ,1,1, ,1,316.77,4, ,10, ,5,6,3/18/21 10:41, ,70.122.136.219, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",dt5p5p3dq4btz8bm,0uzxevnxpf7m2t62, , ,..,/survey/selfserve/2135/210303?identifier=K_hn7tk1kg4g&sesskey=g3ez5lkgvr06jygs,1u4thwfvjjfs9yxv,g3ez5lkgvr06jygs,K_hn7tk1kg4g,0,5.2795,1,0,1.766981104,0.683130051,0,0,0,0,1,1
274,71fng3h5nt5zj2ar,3/18/21 20:15,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,43,1966,3,55,5,4,8,2,2,2,3,3,3,3,7,7,0,0,0,0,0,0,1,0,0,5,6,5,1,1,4,3,1,2,1,3,1,4,2,1,4,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, ,4, ,14,6, ,1,267.36,4, ,10, ,5,6,3/18/21 10:41, ,47.185.111.9, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1mx87x3myu3pgb2e,ysrrwc3z2xpx4c0d, , ,..,/survey/selfserve/2135/210303?identifier=K_htu24gi5p6&sesskey=g06a8i8ecry1i1ay,ysrrwc3z2xpx4c0d,g06a8i8ecry1i1ay,K_htu24gi5p6,0,4.456,1,0,2.357022604,1.211060142,0,0,0,0,1,1
300,wgjqnd2mckdwmb98,3/18/21 10:48,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,17,1987,3,34,3,5,9,8,5,9,8,8,5,9,7,7,0,1,0,0,0,0,0,0,0,5,4,4,3,4,3,3,2,3,2,3,4,3,3,3,3,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,4, ,5,3, ,1,154.61,4, ,10, ,5,6,3/18/21 10:45, ,96.28.69.219, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",xuq24k3u32rwzxqp,0n8fbq227y27y6ew, , ,..,/survey/selfserve/2135/210303?identifier=K_xgo538hxt0&sesskey=g2dkdzivm88yyex5,tywjxechvtxjq6zw,g2dkdzivm88yyex5,K_xgo538hxt0,0,2.576833333,1,0,1.509230856,0.718795288,0,0,0,0,1,1
308,kqhb23kkpahubyap,3/18/21 10:55,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,40,1976,3,45,4,4,1,1,1,2,2,1,2,2,1,7,0,0,0,0,0,0,1,0,0,4,5,6,4,4,3,4,4,4,1,3,4,4,3,3,1,1,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,4, ,99,8, ,1,429.05,12, ,11, ,1,1,3/18/21 10:48, ,99.164.47.192, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1",pzffgb670kcxmf0t,ab249348qqs9kk79, , ,si,/survey/selfserve/2135/210303?identifier=K_ff41b836b7&sesskey=g3j1z5a16wf3vyv2&mobile=yes,ab249348qqs9kk79,g3j1z5a16wf3vyv2,K_ff41b836b7,0,7.150833333,0,0,1.825741858,1.147460965,0,0,0,0,1,1
309,y9w4spkp9cz1sen9,3/18/21 10:51,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,13,1974,2,47,4,4,6,7,5,5,1,7,4,4,7,7,0,0,0,0,0,0,1,0,0,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,4, ,5,4, ,1,159.14,12, ,11, ,1,1,3/18/21 10:48, ,98.100.224.66, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1",kx2jetdvk2xvhxj5,7c038hgktgrgpx4y, , ,si,/survey/selfserve/2135/210303?identifier=K_30b1b2ec8d&sesskey=g1xkjenzbvqe66vt&mobile=yes,7c038hgktgrgpx4y,g1xkjenzbvqe66vt,K_30b1b2ec8d,0,2.652333333,1,0,1.946506843,0.75,0,0,0,0,1,1
311,sufrsycvs7erumgb,3/18/21 10:52,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,5,1956,4,65,6,3,10,9,7,10,8,5,4,8,9,10,0,0,0,0,0,0,0,1,0,8,5,7,3,3,3,3,3,3,2,3,3,2,1,3,1,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,4, ,1,1, ,1,173.67,4, ,10, ,5,6,3/18/21 10:49, ,73.235.12.143, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",m9qp1sn9jpg46t4v,78uz66yhsffzx4rw, , ,..,/survey/selfserve/2135/210303?identifier=K_jjwgn31yyn&sesskey=g068aa8rtdl4qija,78uz66yhsffzx4rw,g068aa8rtdl4qija,K_jjwgn31yyn,0,2.8945,1,0,2.108185107,0.816496581,0,0,0,0,1,1
331,1yr0q3p8cruckprf,3/18/21 10:58,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,47,1970,4,51,5,4,8,2,2,3,9,7,10,3,1,9,0,0,0,0,0,1,0,0,0,8,8,9,1,1,3,1,1,3,1,1,2,3,3,2,1,1,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,4, ,8,6,Taxes -- very worried about tax increases.,1,239.47,4, ,10, ,5,6,3/18/21 10:54, ,71.193.158.179, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",71c3mhx8z8j421u4,nru4vzsz2ha6zs43, , ,..,/survey/selfserve/2135/210303?identifier=K_4fr30hg1a7&sesskey=g1dvhjmk3dsof2vl,xtn8rxr2cgh3asq0,g1dvhjmk3dsof2vl,K_4fr30hg1a7,0,3.991166667,1,0,3.502380143,0.910585892,0,0,0,0,1,1
333,qsy4fxhxmt719nmz,3/18/21 11:04,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,32,1948,1,73,7,3,3,3,4,5,1,5,3,1,1,1,0,0,0,0,1,0,0,0,0,3,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,4, ,3,2, ,1,552.29,12, ,11, ,1,1,3/18/21 10:54, ,93.172.255.159, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1",0rv1k27huwcwn9vq,akbpxszwc9pqcmq1, , ,si,/survey/selfserve/2135/210303?identifier=K_8ae717ea1d&sesskey=g2d7pswxtj69u7cx&mobile=yes,1xe1d1hdm8nvsdqe,g2d7pswxtj69u7cx,K_8ae717ea1d,0,9.204833333,0,0,1.636391694,0.365148372,0,0,0,0,1,1
361,0ned2p03s7mdzkm8,3/18/21 11:10,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,9,1957,3,64,6,3,6,6,6,6,8,7,6,7,7,6,0,0,0,0,0,1,0,0,0,6,6,6,3,4,2,3,1,4,1,3,3,4,1,3,4,1,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,4, ,99,4, ,1,324.09,4, ,10, ,5,6,3/18/21 11:04, ,97.71.208.10, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",eff0par4am2r84r0,muzwh6zamr5x04w7, , ,..,/survey/selfserve/2135/210303?identifier=K_v6g2sknd88&sesskey=g2g72qe8nxim0bsf,x2gr4a3ujfyd5kh1,g2g72qe8nxim0bsf,K_v6g2sknd88,0,5.4015,1,0,0.707106781,1.147460965,0,0,0,0,1,1
373,yqbnwyaw4gmmm6d3,3/18/21 11:12,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,35,1951,2,70,7,3,5,6,1,1,10,5,8,7,4,8,0,0,0,0,1,1,0,0,0,7,9,6,1,1,1,1,1,2,1,3,1,3,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19, ,4, ,14,11,no,1,206.24,4, ,10, ,5,6,3/18/21 11:08, ,38.205.128.45, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36", , , , ,..,/survey/selfserve/2135/210303?identifier=K_d25bfk1u4e&sesskey=g0bhidokuadlswuk,qe1n0wa92cm6j1p7,g0bhidokuadlswuk,K_d25bfk1u4e,0,3.437333333,1,0,2.953340858,0.704154339,0,0,0,0,1,1
374,svn76a0bfbccy2rd,3/18/21 11:12,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,33,1960,3,61,6,3,10,9,9,9,97,9,97,10,10,10,0,1,0,0,0,0,0,0,0,4,3,3,2,4,4,2,4,4,2,3,3,3,4,3,4,1,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,4, ,99,3, ,1,262.74,4, ,10, ,5,6,3/18/21 11:08, ,64.98.118.204, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",90h5ywd8dctauw2a,scp7bceerjxp96h2, , ,..,/survey/selfserve/2135/210303?identifier=K_mq9z1yd72s&sesskey=g09qke8xbibvudim,scp7bceerjxp96h2,g09qke8xbibvudim,K_mq9z1yd72s,0,4.379,1,0,36.89625094,0.981070844,0,0,0,0,1,1
381,8m10tgaus1henc6c,3/18/21 11:16,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,49,1968,2,53,5,4,7,5,7,7,5,8,5,5,9,2,0,0,0,0,0,1,0,0,0,8,5,5,3,3,3,3,1,3,1,3,3,3,1,1,3,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, ,4, ,7,4, ,1,340.11,12, ,11, ,1,1,3/18/21 11:10, ,172.58.139.9, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1",1v1un8qb3fgaw6n3,g17vxnjb0erwwjwd, , ,si,/survey/selfserve/2135/210303?identifier=K_1c27c39e1d&sesskey=g2mcqvn7m8tqyz21&mobile=yes,ya4ufz5hwspf0g29,g2mcqvn7m8tqyz21,K_1c27c39e1d,0,5.6685,1,0,2,0.957427108,0,0,0,0,1,1
382,h2m5e112e8mybygf,3/18/21 11:13,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,13,1958,2,63,6,3,5,3,4,4,4,6,7,8,3,2,0,0,0,0,0,1,0,0,0,5,7,6,3,3,3,1,3,4,1,1,3,3,3,3,1,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,4, ,11,7, ,1,204.72,12, ,11, ,1,1,3/18/21 11:10, ,204.42.28.250, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1",a1j9j5dj8qme9rf7,223supfxqzwc1mzg, , ,si,/survey/selfserve/2135/210303?identifier=K_zihvyllgba&sesskey=g2kn86ovigh9v0df&mobile=yes,223supfxqzwc1mzg,g2kn86ovigh9v0df,K_zihvyllgba,0,3.412,1,0,1.897366596,1.030776406,0,0,0,0,1,1
396,zyk1886jv8dsvzm3,3/18/21 11:25,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,43,1961,3,60,6,3,5,8,97,97,7,7,5,8,7,97,0,0,0,0,0,0,1,0,0,3,3,3,1,2,2,2,2,2,1,3,2,3,2,2,3,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,4, ,2,1,none,1,381.51,13, ,12, ,5,6,3/18/21 11:19, ,76.85.77.249, , ,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:78.0) Gecko/20100101 Firefox/78.0,6h41rxsje113rcz4,9jsd5g7fmgehtk36, , ,..,/survey/selfserve/2135/210303?identifier=K_hi2pd7n3k4&sesskey=g27q651gl38rmxzu,9jsd5g7fmgehtk36,g27q651gl38rmxzu,K_hi2pd7n3k4,0,6.3585,1,0,43.62415233,0.680073525,0,0,0,0,1,1
406,1w2kya6gy1rkqh1c,3/18/21 13:27,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,30,1962,1,59,5,3,6,6,5,4,4,3,4,3,5,7,0,0,0,0,0,0,1,0,0,6,6,6,3,1,2,3,1,3,1,1,3,2,1,3,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13, ,4, ,14,8, ,1,1225.92,4, ,10, ,5,6,3/18/21 11:21, ,73.150.17.73, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",qfgbx34xdxmk8722,z81x03xg3akvgdj1, , ,..,/survey/selfserve/2135/210303?identifier=K_dhhxqaxfgz&sesskey=g0k5el69y0j59mob,38jcnr3sbv4r08ry,g0k5el69y0j59mob,K_dhhxqaxfgz,0,20.432,0,0,1.33749351,0.930949336,0,0,0,0,1,1
415,m05c2r3gdqdas0us,3/18/21 11:24,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,12,1994,4,27,2,5,7,5,5,5,7,10,10,2,7,4,0,0,0,0,0,1,0,0,0,5,5,5,3,3,3,2,3,3,1,1,3,3,1,1,2,1,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31, ,4, ,2,1, ,1,123.79,4, ,10, ,5,6,3/18/21 11:22, ,168.245.228.30, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",9vnup958ws4xsq3a,uj6h02cx9vf5vz17, , ,..,/survey/selfserve/2135/210303?identifier=K_b1ugrm42p4&sesskey=g1ry37zvhmm9gron,uj6h02cx9vf5vz17,g1ry37zvhmm9gron,K_b1ugrm42p4,0,2.063166667,1,0,2.529822128,0.957427108,0,0,0,0,1,1
420,t1gkrd8rxpp2zm02,3/18/21 11:27,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,23,1978,2,43,4,4,8,4,8,5,7,10,7,7,8,10,0,0,0,0,0,1,0,0,0,8,7,7,3,4,2,3,1,4,1,2,1,3,1,2,4,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31, ,4, ,99,3, ,1,305.1,4, ,10, ,5,6,3/18/21 11:22, ,50.228.241.106, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",kzynd20xzw8d09es,c0azxya21abnw73s, , ,..,/survey/selfserve/2135/210303?identifier=K_jbubrk1dc6&sesskey=g3a4900h6hfi5w6s,c0azxya21abnw73s,g3a4900h6hfi5w6s,K_jbubrk1dc6,0,5.085,1,0,1.897366596,1.167261753,0,0,0,0,1,1
426,ugpq5u101fn5bvk7,3/18/21 12:16,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,30,1970,1,51,5,4,7,3,4,5,5,4,5,4,3,4,0,0,0,0,0,0,1,0,0,5,3,3,3,3,3,3,4,4,1,2,4,3,1,3,4,1,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32, ,4, ,3,3,No comments.,1,263.37,4, ,12, ,5,6,3/18/21 11:23, ,72.82.228.76, , ,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0,ey9j57zgrrw2vcq1,zmetu17rdz9y2e9d, , ,..,/survey/selfserve/2135/210303?identifier=K_uh0u5x13aw&sesskey=g3mi7t94ryyezxp3,tzmq35ks2duc0nc3,g3mi7t94ryyezxp3,K_uh0u5x13aw,0,4.3895,1,0,1.173787791,1.183215957,0,0,0,0,1,1
429,gfhvvtqbva23kwhr,3/18/21 11:30,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,21,1957,1,64,6,3,4,5,5,6,6,8,6,7,6,8,0,0,0,0,0,0,1,0,0,5,5,11,2,1,2,1,1,2,1,2,4,1,2,3,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,4, ,8,5, ,1,359.73,4, ,12, ,5,6,3/18/21 11:24, ,108.26.213.102, , ,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0,bvafma0x5fuvs2xc,ay7rrbgccncxg5r9, , ,..,/survey/selfserve/2135/210303?identifier=K_qoyrusvvfg&sesskey=g3lagkka8zqjbbn1,y1nkj4vq9477bczw,g3lagkka8zqjbbn1,K_qoyrusvvfg,0,5.9955,1,0,1.286683938,0.885061203,0,0,0,0,1,1
432,9tyc3c1xrgxg4x4t,3/18/21 11:31,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,5,1970,4,51,5,4,10,7,7,6,7,7,7,10,10,10,0,0,0,0,0,0,0,1,0,2,2,0,3,3,2,3,2,4,1,2,2,1,2,3,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,4, ,99,9, ,1,347.78,14, ,10, ,1,2,3/18/21 11:25, ,47.150.244.241, , ,1,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G891A) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/13.2 Chrome/83.0.4103.106 Mobile Safari/537.36",57pp02d9y5qby424,u46pmc1b42q5ctf1, , ,sa,/survey/selfserve/2135/210303?identifier=K_faqvqssemp&sesskey=g3fv9rkepdobtgxl&mobile=yes,u46pmc1b42q5ctf1,g3fv9rkepdobtgxl,K_faqvqssemp,0,5.796333333,1,0,1.663329993,0.928708781,0,0,0,0,1,1
464,6400t7zawy6yqkmn,3/18/21 11:43,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,38,1963,1,58,5,3,10,7,7,8,10,8,9,7,8,10,0,0,0,0,0,0,1,0,0,5,4,5,2,3,3,3,1,2,1,3,2,3,3,3,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, ,4, ,6,6, ,1,386.03,4, ,12, ,5,6,3/18/21 11:37, ,173.49.163.215, , ,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0,pgf2d18svq3mbnu0,bxqdhw48wrj9vq0t, , ,..,/survey/selfserve/2135/210303?identifier=K_vs7gmhvaby&sesskey=g0b8tw6fth5rzy3g,bxqdhw48wrj9vq0t,g0b8tw6fth5rzy3g,K_vs7gmhvaby,0,6.433833333,1,0,1.264911064,0.928708781,0,0,0,0,1,1
477,3nz0qawesmnu2046,3/18/21 11:45,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,25,1978,2,43,4,4,6,6,9,7,5,10,4,6,2,8,0,0,0,0,0,1,0,0,0,6,7,6,3,3,3,3,3,3,1,2,2,3,2,2,3,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31, ,4, ,8,4, ,1,221.68,4, ,10, ,5,6,3/18/21 11:42, ,12.43.65.202, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",cjj0xhafnnsrw0n0,vw300ddfqh9g24ft, , ,..,/survey/selfserve/2135/210303?identifier=K_uhcl1yjx89&sesskey=g0gz296b4qzswjab,1dz82dusb5dpsdcs,g0gz296b4qzswjab,K_uhcl1yjx89,0,3.694666667,1,0,2.359378449,0.730296743,0,0,0,0,1,1
478,qvutsjyyap0zxgw8,3/18/21 11:45,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,5,1974,4,47,4,4,4,7,6,9,8,6,8,9,8,4,0,0,0,0,0,1,0,0,0,5,5,5,1,4,4,4,4,4,2,4,4,4,2,4,1,1,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, ,4, ,14,10, ,1,186.37,4, ,10, ,5,6,3/18/21 11:42, ,75.23.224.106, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",jrc2v2af7zqdmuz0,zjy8u48w5fasp72d, , ,..,/survey/selfserve/2135/210303?identifier=K_ed7o2d2ykc&sesskey=g3se0zwbaekvixwm,zjy8u48w5fasp72d,g3se0zwbaekvixwm,K_ed7o2d2ykc,0,3.106166667,1,0,1.852925615,1.276388133,0,0,0,0,1,1
480,bzg8n4w1c9u6qv2d,3/18/21 11:46,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,5,1957,4,64,6,3,5,5,5,5,5,5,4,6,7,7,0,0,0,0,0,0,1,0,0,7,6,12,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,4, ,99,1,Not that I can suggest.,1,245.4,4, ,10, ,5,6,3/18/21 11:42, ,8.45.30.187, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",vf4npg8e9c0tse11,pwhbt427wpu3f7pq, , ,..,/survey/selfserve/2135/210303?identifier=K_hp11heqahq&sesskey=g3qu6133en5zm8xg,pwhbt427wpu3f7pq,g3qu6133en5zm8xg,K_hp11heqahq,0,4.09,1,0,0.966091783,0.5,0,0,0,0,1,1
516,qvjdy595b8mz4p5e,3/18/21 12:03,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,38,1949,1,72,7,3,8,8,6,9,8,10,6,10,7,5,0,0,0,0,1,0,0,0,0,4,4,3,3,3,2,3,3,3,1,3,3,3,3,3,2,1,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,4, ,1,1, ,1,275.75,5, ,10, ,5,6,3/18/21 11:58, ,71.112.135.27, , ,1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",rmx1hepq0bexwrhq,4sej9u2aam55dghk, , ,..,/survey/selfserve/2135/210303?identifier=K_6805bacd86&sesskey=g3fqpe58bgz4a6ql,4sej9u2aam55dghk,g3fqpe58bgz4a6ql,K_6805bacd86,0,4.595833333,1,0,1.702938637,0.727438428,0,0,0,0,1,1
520,4j3k1c2fn8zu2p2z,3/18/21 12:46,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,38,1981,1,40,4,5,6,8,7,9,6,4,7,2,5,7,0,0,0,0,1,1,0,0,0,2,2,3,1,4,2,2,1,4,1,2,4,4,2,3,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, ,4, ,3,8, ,1,2708.1,4, ,10, ,5,6,3/18/21 12:01, ,71.224.93.52, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",e2zutn9ms7whatz8,fp4k9b3f5nvqfr50, , ,..,/survey/selfserve/2135/210303?identifier=K_6amcid8rzm&sesskey=g3b817cy2f42tich,bxxgxdtjdu8rr9h0,g3b817cy2f42tich,K_6amcid8rzm,0,45.135,0,0,2.024845673,1.258305739,0,0,0,0,1,1
522,ev7938q2j47ycp77,3/18/21 12:05,"qualified,/Total/Total,/Industry/CjNcK,20210318_05:19_v3",3,1,1,1,1,5,1973,4,48,4,4,4,3,3,3,4,6,7,4,4,5,0,0,0,0,0,1,0,0,0,9,8,7,1,1,1,2,1,2,1,3,2,1,2,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32, ,4, ,14,11,NA,1,202.85,4, ,10, ,5,6,3/18/21 12:02, ,67.169.5.173, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",13exr0935upgzh8k,6uqa2havuv1g171a, , ,..,/survey/selfserve/2135/210303?identifier=K_8a6127b77c&sesskey=g1l00dflpibptil4,7ve7qyj2w932cke1,g1l00dflpibptil4,K_8a6127b77c,0,3.380833333,1,0,1.33749351,0.62915287,0,0,0,0,1,1
