record,uuid,date,markers,status,QCountry,QDomestic,QGDPR,QState,QRegion,QBorn,QAge,AgeR,QGeneration,Q100r1,Q100r2,Q100r3,Q100r4,Q100r5,Q100r6,Q100r7,Q100r8,Q100r9,Q100r10,Q100r11,Q100r12,Q110Ar1,Q110Ar2,Q110Ar3,noanswerQ110A_r99,Q110Br1,Q110Br2,Q110Br3,noanswerQ110B_r99,Q112,Q114,Q115r1,Q115r2,Q115r3,Q115r4,Q115r5,Q115r6,Q115r997,Q115r998,Q115r999,Q120,Q125,Q127,Q130r1,Q130r2,Q130r3,Q130r4,Q130r5,Q130r6,Q130r7,Q130r8,Q130r9,Q130r10,Q130r11,Q130r12,Q130r13,Q130r14,Q130r20,Q130r21,Q130r22,Q130r23,Q130r24,Q130r25,Q130r26,Q130r15,Q130r16,Q130r17,Q130r18,Q140r1,Q140r2,Q140r3,Q140r4,Q140r5,Q140r6,Q140r7,Q140r20,Q140r21,Q140r22,Q140r23,Q140r97,Q140r997,Q140r998,Q140r999,Q145r1,Q145r2,Q145r3,Q145r4,Q145r5,Q145r6,Q145r7,Q145r8,Q150r1,Q150r2,Q150r3,Q150r4,Q150r5,Q150r6,Q150r7,Q150r8,Q150r9,Q150r10,Q150r11,Q150r20,Q150r21,Q150r23,Q150r12,Q150r13,Q150r14,Q150r15,Q150r16,Q150r24,Q150r25,Q150r26,Q150r97,Q150r98,Q150r99,Q153r1,Q153r2,Q153r3,Q153r10,Q153r12,Q153r13,Q153r14,Q153r15,Q153r16,Q153r4,Q153r5,Q153r6,Q155r1,Q155r2,Q155r3,Q155r4,Q155r5,Q155r6,Q155r7,Q155r20,Q155r21,Q155r8,Q155r9,Q155r10,Q155r11,Q155r12,Q155r13,Q156Ar1,Q156Ar2,Q156Ar3,Q156Ar4,Q156Ar5,Q156Ar6,Q156Ar7,Q156Ar8,Q156Ar9,Q156Ar10,Q156Ar11,Q156Ar12,Q156Ar13,Q156Ar14,Q156Ar15,Q156Ar16,Q156Br1,Q156Br2,Q156Br3,Q156Br4,Q156Br5,Q156Br6,Q156Br7,Q156Br8,Q156Br9,Q156Br10,Q156Br11,Q156Br12,Q156Br13,Q156Br14,Q156Br15,Q156Br16,Q157,Q160r1,Q160r2,Q160r3,Q160r4,Q160r5,Q160r6,Q160r7,QJob,QIndustry,QIndustryr97oe,QRevenue,QEmployees,QAnythingElse,vlist,qtime,vos,vosr15oe,vbrowser,vbrowserr15oe,vmobiledevice,vmobileos,start_date,vdropout,ipAddress,source,decLang,list,userAgent,dcua,url,session,sesskey,identifier,fp_etag,fp_html5,fp_flash,fp_browser,qtime_min,Total,QEmployeesBanner,QIndustryBanner_1,QIndustryBanner_2,QIndustryBanner_3,QIndustryBanner_4,QIndustryBanner_5,QIndustryBanner_6,QIndustryBanner_7,QIndustryBanner_8,QIndustryBanner_9,QIndustryBanner_10,QIndustryBanner_11,QIndustryBanner_12,Q150Online,sumQ150OnlineTotal,Q150Offline,sumQ150OfflineTotal,Q150R,Q155NothingNew,Q157Months,Q157R
1006,kbf8vfr2k0s2cup8,6/4/20 15:06,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,40,3,1951,69,6,3,5,2,1,10,3,4,7,3,1,1, ,8,30,50,20,0,50,50,0,0, , ,0,0,0,0,0,0,0,0,1,9,10,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3, , , , ,3, , , , , , , , , , , ,8,4,3,5,4,5,5,3,19,7,chemicals,1,1, ,1,469.85,4, ,10, ,5,6,6/4/20 14:58, ,173.93.191.143, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=kckbzef6e19maax7&sesskey=g0ujz5ev65o2bsp4,91k13d2unarcxbne,g0ujz5ev65o2bsp4,kckbzef6e19maax7,9v366rwnscdsb80e,91k13d2unarcxbne, , ,7.830833333,1,1, , , , , , , ,1, , , , , , , , , ,2,6,2
1031,sw4wa24q52ev6k31,6/4/20 15:15,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,24,3,1956,64,6,3,8,10,7,7,3,5,8,10,6,10, ,4,50,40,10,0,75,25,0,0, , ,0,0,0,0,0,0,0,1,0,2,2,2,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,2,3,99,1,99,1,2,1,1,1,2,99,1,1,1, ,2, , ,2, ,3,2,2,3,2,2, ,3,2,2,8,3,3,5,3,4,5,3,6,8, ,7,4, ,1,532.26,12, ,11, ,1,1,6/4/20 15:06, ,166.137.10.133, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1",si,/survey/selfserve/2135/200602?identifier=4k1t63a8tx918l2m&sesskey=g3qaw07hkj5vcd8n&mobile=yes,bevn5ctdt4u4sdqe,g3qaw07hkj5vcd8n,4k1t63a8tx918l2m,jagn4er1wdfv6t6m,bevn5ctdt4u4sdqe, , ,8.871,1,2, , , , ,1, , , , , , , , , , , , ,2,6,2
1039,mhhpzgr8yk7tx7j3,6/4/20 15:17,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,28,4,1955,65,6,3,9,8,9,10,3,97,9,7,8,10, ,3,0,100,0,0,0,100,0,0, , ,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,99,99,3,99,2,99,1,99,99,1,2,2,1,1,99,2, , , , ,1, ,2, , ,3,99,1,2,3, ,99,8,4,5,4,4,4,3,4,5,6, ,99,99, ,1,538.32,12, ,13, ,1,1,6/4/20 15:08, ,98.181.134.216, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",si,/survey/selfserve/2135/200602?identifier=c8gpwzx4biqjcmct&sesskey=g0r0r3rf3vn6tyy6&mobile=yes,59b4ym38m5db1gsr,g0r0r3rf3vn6tyy6,c8gpwzx4biqjcmct,8dywqu6t5d9gm280,19wz2vyd7s7vsmsz, , ,8.972,1, , , , , , , , , , , , ,1, , , , , ,2,6,2
1041,jbs8e3d7284svfgf,6/4/20 15:18,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,37,4,1967,53,5,4,8,9,9,9,3,6,9,9,8,2, ,9,50,25,25,0, , , ,1, , ,0,1,0,1,1,1,0,0,0,1,97,3,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,99,99,99,1,99,1,99,2,3,3,99,1,1,1,99, , , , ,2, ,2, ,2, , , ,2,3,2, ,8,3,3,4,4,4,3,3,4,2, ,4,3, ,1,512.38,4, ,10, ,5,6,6/4/20 15:10, ,206.212.236.52, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=r2y5fyk6qiwwiuaa&sesskey=g18r6ql25sywoubb,qrhnrzgryuf958ad,g18r6ql25sywoubb,r2y5fyk6qiwwiuaa,dh1m60nxfugsg6kd,qrhnrzgryuf958ad, , ,8.539666667,1,2,1, , ,1, , , , , , , , , , , , , ,2,6,2
1042,5bw4x5wdthw7e8ws,6/4/20 15:26,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,38,1,1964,56,5,3,9,8,8,8,4,8,8,9,7,98, ,7,45,45,10,0,30,65,5,0, , ,0,0,0,0,1,0,0,0,0,4,2,4,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,3,3,3,3,1,3,1,3,3,3,1,3,1,3, ,2, , , , ,2, ,2, , , ,2, ,2, ,7,3,3,3,3,3,3,3,19,7, ,2,1, ,1,531.07,14, ,12, ,1,2,6/4/20 15:10, ,174.229.137.12, , ,1,Mozilla/5.0 (Android 9; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,sa,/survey/selfserve/2135/200602?identifier=7u3sd0oik59xkvqw&sesskey=g0qh0n1iw11zahlz&mobile=yes,j6ggg5gm06nvdq1k,g0qh0n1iw11zahlz,7u3sd0oik59xkvqw,90vetbgv1b02d7dd,j6ggg5gm06nvdq1k, , ,8.851166667,1,1, , , , , , , ,1, , , , , , , , , ,2,5,2
1094,tc7e4ubjyuuezq2v,6/4/20 15:44,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,5,4,1955,65,6,3,10,10,1,5,10,10,10,1,5,5, ,10,100,0,0,0,100,0,0,0, , ,0,1,0,0,0,0,0,0,0,98,98,98,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,99,99,99,3,99,99,1,99,99,99,99,3,99,3,99,99, , , , , , ,3, , , , , , , , , ,8,5,6,6,6,6,6,5,13,97,Public Transit,99,8,None,1,571.97,12, ,11, ,3,1,6/4/20 15:34, ,40.107.235.29, , ,1,"Mozilla/5.0 (iPad; CPU OS 12_4_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",ti,/survey/selfserve/2135/200602?identifier=9v46iskgcqjn7kvd&sesskey=g0wmx4dbgg4qmydd,y923e9xwbmt9r1zn,g0wmx4dbgg4qmydd,9v46iskgcqjn7kvd,99eahandkef3vz6z,y923e9xwbmt9r1zn, , ,9.532833333,1,4, , , , , , , , , , , , , , , , , ,2,6,2
1164,c3vvq8s2wu7b3cfa,6/4/20 17:41,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,43,3,1958,62,6,3,10,10,10,10,10,7,10,10,10,7, ,10,0,0,100,0,0,0,100,0, , ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,99,3,2,2,99,1,3,3,2,99,3,3,2,1,2, , , ,1,1, ,2, , ,1, , , ,2,2,1,8,5,5,5,5,5,3,5,5,97,Personal Service,1,1, ,1,517.63,12, ,11, ,1,1,6/4/20 17:32, ,99.203.87.118, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1",si,/survey/selfserve/2135/200602?identifier=9oqxs1hxtqjo3upx&sesskey=g307naivoerpbb8a&mobile=yes,gscx7gtdxh5k3mju,g307naivoerpbb8a,9oqxs1hxtqjo3upx,3jy3uk11jp8bvrmg,gscx7gtdxh5k3mju, , ,8.627166667,1,1, , , , , , , , , , , , , , , , , , ,6,2
1179,utuh96v30tdbwd2f,6/4/20 22:43,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,11,4,1953,67,6,3,8,97,97,8,5,6,8,97,98,98, ,8,30,40,30,0,40,40,20,0, , ,0,0,0,0,0,0,0,0,1,4,97,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , , , , , , , ,8,3,4,3,3,3,3,6,5,5, ,1,1, ,1,633.16,4, ,10, ,5,6,6/4/20 22:32, ,52.137.105.236, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=hdnw6jtz8z9y9fvv&sesskey=g3n6y0r793ai3vey,kmapqcvevysh8y8g,g3n6y0r793ai3vey,hdnw6jtz8z9y9fvv,sq47zdvrb0yxxv1p,q0j63t5dmay4f9uj, , ,10.55266667,1,1, , , , , ,1, , , , , , , , , , , ,2,6,2
1446,p3h7k5uzp55v2ecr,6/5/20 5:01,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,9,3,1969,51,5,4,8,4,4,4,7,7,5,4,3,4, ,4,90,10,0,0,80,20,0,0, , ,0,0,0,0,0,0,1,0,0,5,3,3,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,1,3,3, , , , , , ,3,2,3, , , , ,3, , ,8,4,6,4,4,3,3,3,31,4, ,4,4, ,1,665.02,4, ,10, ,5,6,6/5/20 4:50, ,159.63.141.86, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=nn59yb84vut8bx9i&sesskey=g1d5au258t0sstwf,6p62j08zyzr7v0w4,g1d5au258t0sstwf,nn59yb84vut8bx9i,unxgtftdr4vyd3s8,6p62j08zyzr7v0w4, , ,11.08366667,1,2,1, ,1, , , , , , , , , , , , , , ,2,6,2
1703,mh8vwjz40p44sv7g,6/5/20 7:00,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,43,3,1976,44,4,4,5,10,10,10,8,10,9,8,9,10, ,10,40,20,40,0,0,40,60,0, , ,0,0,0,0,0,0,0,1,0,0,6,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,1,3,3,3,3,3,3,2,3,3,3,1,3, , ,99,2, , , , , , ,2, , , ,2, ,8,6,4,3,5,3,4,6,12,6, ,3,2, ,1,682.12,4, ,10, ,5,6,6/5/20 6:48, ,50.207.229.45, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=hzu6sxy2na8oivt1&sesskey=g2yuov1s7ctnlxrt,3xj6njnd2g1m8gke,g2yuov1s7ctnlxrt,hzu6sxy2na8oivt1,jn7g3x4uwvzu6298,3xj6njnd2g1m8gke, , ,11.36866667,1,1, , , , , , , , , , , ,1, , , , , ,2,6,2
1712,915mshqn2drg308u,6/5/20 8:20,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,14,2,1974,46,4,4,9,6,8,9,3,4,9,4,6,5, ,8,20,15,65,0,25,20,55,0, , ,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,3,1,99,3,99,99,1,3,3,1,99,3,99,3,1,99, ,1, , , , ,99, , ,99, , , , ,2, ,8,4,6,4,4,4,3,4,21,6, ,6,4, ,1,3307.64,5, ,10, ,5,6,6/5/20 7:25, ,12.177.8.162, , ,1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=jzcsbv6upjiw64x0&sesskey=g19bcpxwy547fn34,whbeqvpuj0nts9wv,g19bcpxwy547fn34,jzcsbv6upjiw64x0,g7se9jhpz08aa6ex,whbeqvpuj0nts9wv, , ,55.12733333,1,2, , , , , , , , , , , ,1, , , , , ,2,6,2
1735,ba1na95s7h4gvtr6,6/5/20 9:13,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,2,4,1981,39,3,5,10,2,2,2,1,3,10,1,1,3, ,10,100,0,0,0,100,0,0,0, , ,0,0,0,0,0,0,1,0,0,98,10,10,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,3,3,2,3,3,3,1,3,3, , , , , , ,99, , ,99, , , ,99, , ,6,5,5,4,4,4,3,5,1,3, ,2,1, ,1,367.91,4, ,10, ,5,6,6/5/20 9:07, ,199.200.6.160, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=K_eo504dmdwu&sesskey=g1t94uint2vhkk6y,93xxctndk5ftkpz1,g1t94uint2vhkk6y,K_eo504dmdwu,7drmdr5g5dxgf0au,1sbjmtn3w688uwus, , ,6.131833333,1,1, , , , , , , , ,1, ,1, , , , , , ,2,4,2
1742,a71xzcf5rjyrqmz7,6/5/20 9:15,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,43,3,1979,41,4,4,10,10,10,10,10,10,9,9,10,10, ,10,70,10,20,0,80,10,10,0, , ,0,0,0,1,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,3,2,2,3,2,3,1,2,2,3,3,3,1,2, ,2, ,99,2, ,99, ,1,3,99, , , ,2,2,8,5,5,5,5,5,5,5,14,5, ,11,11, ,1,261.44,3, ,10, ,5,6,6/5/20 9:10, ,64.128.22.8, , ,1,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=K_q31n4ten2w&sesskey=g3k7lwyy968nbmgh,8qg01ymjvdtehn8v,g3k7lwyy968nbmgh,K_q31n4ten2w,gwn0v629k9k2h3yc,8qg01ymjvdtehn8v, , ,4.357333333,1,5, , , , , ,1, , , , , , , , , , , ,2,6,2
1744,1ccqbzfrgy1bkf9e,6/5/20 9:26,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,43,3,1961,59,5,3,8,8,7,8,8,97,5,1,1,1, ,7,80,10,10,0,90,5,5,0, , ,0,0,0,0,0,1,0,0,0,2,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,3,3,3,3,1,99,1,3,2,3,1,3,1,1,1,3, , , , ,2, ,2, ,2, ,2, ,2,2,2, ,6,3,3,3,3,3,3,3,23,5, ,5,4, ,1,707.15,4, ,2, ,5,6,6/5/20 9:14, ,66.76.72.69, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18363",..,/survey/selfserve/2135/200602?identifier=K_iisfiitqd9&sesskey=g28qvo5hleay7wkr,p64gn3314qg38c27,g28qvo5hleay7wkr,K_iisfiitqd9,p10ntxqfh49me6na,k5fmh33vkdyk9wp5, , ,11.78583333,1,2, , , , , ,1, , , , , , , , , , , ,2,4,2
1750,c43q8t0z34uc6k4c,6/5/20 9:42,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,2,4,1967,53,5,4,8,7,6,3,4,3,5,4,5,4, ,8,90,10,0,0,95,5,0,0, , ,0,0,0,0,1,0,0,0,0,6,4,97,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,2,99,3,3,2,1,2,2,3,2,2,2, , , , ,2, , , ,2,3,2,2, ,2,2,2,8,3,4,4,3,4,4,4,22,5, ,11,11, ,1,1066.38,4, ,12, ,5,6,6/5/20 9:24, ,209.165.168.110, , ,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:75.0) Gecko/20100101 Firefox/75.0,..,/survey/selfserve/2135/200602?identifier=K_uqln59t9un&sesskey=g28qvo5hldzpvfkg,kevw4a7ra3s5awj3,g28qvo5hldzpvfkg,K_uqln59t9un,x9z3uebcy4a53n4d,w4gpktj1rhs4b0mm, , ,17.773,1,5, , , , , ,1, , , , , , , , , , , ,2,6,2
1751,t4dp8ttm8yd3gpjj,6/5/20 9:35,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,23,2,1961,59,5,3,2,4,7,6,5,5,4,9,5,2, ,7,65,30,5,0,70,25,5,0, , ,0,0,0,0,0,0,1,0,0,8,6,3,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,99,2,2,99,99,99,1,99,99,99,99,3,99,1,3,99, ,99,99, , , ,2, , , , , , ,2, , ,8,2,5,3,3,3,4,3,27,2, ,3,3, ,1,491.02,4, ,10, ,5,6,6/5/20 9:26, ,71.195.38.222, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=j1c7mp4zyn0mklex&sesskey=g1eqh68kz71lddip,q4t2tj6sr702bh87,g1eqh68kz71lddip,j1c7mp4zyn0mklex,6zg33g9839e470a7,q4t2tj6sr702bh87, , ,8.183666667,1,2,1, , ,1, , , , , , , , , , , , , ,2,6,2
1752,15uqbkz33pxuy3e1,6/5/20 9:47,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,35,2,1965,55,5,4,10,10,10,10,8,10,7,8,10,98, ,10,70,0,30,0,0,60,40,0, , ,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,3,1,3,3,2,2,1,3, , , , , , ,3,3, ,3, , ,2,3,3, ,8,3,4,3,5,4,3,2,3,5, ,2,2, ,1,1140.73,4, ,10, ,5,6,6/5/20 9:27, ,76.189.34.169, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36 Edg/83.0.478.44",..,/survey/selfserve/2135/200602?identifier=K_91qkj6tnj8&sesskey=g3iltppu1zc6ox7n,5crjbzxyjxukrvp9,g3iltppu1zc6ox7n,K_91qkj6tnj8,dankrptqtpfa47ze,5crjbzxyjxukrvp9, , ,19.01216667,1,1, , , , , ,1, , , , , , , , , , , ,2,6,2
1758,9gwnkfc5n4b719uu,6/5/20 9:49,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,18,3,1982,38,3,5,7,8,6,7,7,5,7,6,6,8, ,8,0,100,0,0, , , ,1, , ,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,3,3,2,1,2,3,3,2,2,2,2,2,3,3, ,2, , ,3,2,2, , ,3,1,2,2,2, , ,7,3,4,3,2,4,3,3,22,5, ,3,3, ,1,262.44,4, ,10, ,5,6,6/5/20 9:45, ,72.200.19.107, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=K_uxx19mt4p9&sesskey=g10rnxbyixeiieub,m52z7jbbx76xhbmu,g10rnxbyixeiieub,K_uxx19mt4p9,5vqmhhqmvjdv8ayr,bad9b8va0uwquc4t, , ,4.374,1,2, , , , , ,1, , , , , , , , , , , ,2,5,2
1778,ng11y2z5gam2sttd,6/5/20 10:58,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,5,4,1953,67,6,3,10,10,10,10,10,10,10,10,10,10, ,10,0,80,20,0,0,90,10,0, , ,0,0,0,0,0,0,0,1,0,1,2,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,3,1,3,1,2,2,2,3,1,1,1,2,2,1,1,2, ,2, ,2,3,2,2, ,2,2,2,8,5,4,5,4,4,3,4,6,4, ,4,2,Politics !    Like...  Do you feel that government has done its job?,1,439.44,4, ,10, ,5,6,6/5/20 10:51, ,23.243.221.110, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4157.0 Safari/537.36 Edg/85.0.531.1",..,/survey/selfserve/2135/200602?identifier=v3mv7by26bgow5ll&sesskey=g1c5p834awug95iz,mdrpgtvnxmvckpdd,g1c5p834awug95iz,v3mv7by26bgow5ll,4bbbpty9esu0kw3g,mdrpgtvnxmvckpdd, , ,7.324,1,1,1, ,1, , , , , , , , , , , , , , ,2,6,2
